show,title,href,id,show_abbrev,show_c
Cuomo Prime Time,Trump Hospitalized At Walter Reed After COVID-19 Diagnosis; President Trump's Experimental Antibody Treatment For COVID-19; Sam Donaldson On Joe Biden's Decision To Pull Negative Ads. Aired 9-10p ET,/TRANSCRIPTS/2010/02/CPT.01.html,15863,CPT,cuomo_prime_time
Cuomo Prime Time,"Sources: Trump Adviser Hope Hicks Tests Positive For Coronavirus; Mary Trump: President Trump Is A ""White Supremacist""; Texas Governor Limits Election Drop Boxes To One Per County. Aired 9- 10p ET",/TRANSCRIPTS/2010/01/CPT.01.html,15864,CPT,cuomo_prime_time
Cuomo Prime Time,"Trump Threatening Democracy With More Election Chaos; Sen. Ted Cruz: ""I've Condemned The Proud Boys Long Ago""; Trump Tells Far-Right Group Tied To Racism To ""Stand Back And Stand By"". Aired 9-10p ET",/TRANSCRIPTS/2009/30/CPT.01.html,15865,CPT,cuomo_prime_time
Cuomo Prime Time,"NYT: Trump Personally Responsible For $421 Million In Debt, Most Of It Due In The Next Four Years; Potential National Security Risks From Trump's Tax Revelations; NYT: Top White House Officials Pressured The CDC To Downplay The Risks Of Sending Kids Back To School. Aired 9-10p ET",/TRANSCRIPTS/2009/28/CPT.01.html,15866,CPT,cuomo_prime_time
Cuomo Prime Time,"Trump's New Threat To Sow Election Chaos: ""We May End Up In A Dispute For A Long Time""; H.R. McMaster: Trump's Comments ""Damaging"" To Our Democracy; Lawyer For Breonna Taylor's Boyfriend Calls For Grand Jury Transcripts, Evidence To Be Released. Aired 9-10p ET",/TRANSCRIPTS/2009/25/CPT.01.html,15867,CPT,cuomo_prime_time
Cuomo Prime Time,"Trump Again Tries To Cast Doubt Election Will Be ""Honest""; Trump Invokes Harry Reid As SCOTUS Battle Ramps Up; Trump Claims White House Can Override FDA's Attempt To Toughen Vaccine Standards. Aired 9-10p ET",/TRANSCRIPTS/2009/24/CPT.01.html,15868,CPT,cuomo_prime_time
Cuomo Prime Time,"Jesse Jackson: Violent Breonna Taylor Protests ""Would Be A Commercial For Trump""; Trump Refuses To Commit To Peaceful Transfer Of Power If He Loses Election; Dr. Fauci On COVID-19 ""Long-Haulers"". Aired 9-10p ET",/TRANSCRIPTS/2009/23/CPT.01.html,15869,CPT,cuomo_prime_time
Cuomo Prime Time,"Trump: Coronavirus ""Affects Virtually Nobody""; WAPO: Putin ""Probably Directing"" Operation To Hurt Biden; Pence Aide Blasts Former Coronavirus Task Force Member Who Now Criticizes Trump. Aired 9-10p ET",/TRANSCRIPTS/2009/22/CPT.01.html,15870,CPT,cuomo_prime_time
Cuomo Prime Time,"McConnell: Trump's Nominee ""Will Receive a Vote""; CDC Abruptly Removes Guidance About Airborne Transmission, Says It Was Added ""In Error"" Amid Concerns Over Politics; Justice Department Labels New York, Portland and Seattle as ""Anarchy"" Jurisdictions. Aired 9-10p ET",/TRANSCRIPTS/2009/21/CPT.01.html,15871,CPT,cuomo_prime_time
Cuomo Prime Time,Historic Fight Looms As Senate GOP Vows Vote On Trump's Supreme Court Nominee; Historic Fight Looms Over Trump's Supreme Court Nominee; Remembering The Legacy Of Justice Ruth Bader Ginsburg; Socially Distanced Flights Not Safe? Aired 6-7p ET,/TRANSCRIPTS/2009/19/CPT.01.html,15872,CPT,cuomo_prime_time
Cuomo Prime Time,"Trump: I Think SCOTUS Nominee Choice Will Be ""Next Week""; McConnell Vows Senate Vote On Trump's Nominee To Replace Ginsburg; Remembering Ruth Bader Ginsburg; CDC Reverses Controversial Testing Guidelines. Aired 7-8p ET",/TRANSCRIPTS/2009/19/CPT.02.html,15873,CPT,cuomo_prime_time
Cuomo Prime Time,"Biden At CNN Town Hall: ""This President Should Step Down""; Ex- WH Aide: Trump Called COVID-19 ""A Good Thing"" Because He Didn't Like Shaking Hands With ""Disgusting"" Supporters; DoJ Doubles Down On Possible Sedition Charges For Protesters. Aired 9:15-10p ET",/TRANSCRIPTS/2009/17/CPT.01.html,15874,CPT,cuomo_prime_time
Cuomo Prime Time,"Al Gore On Trump Maintaining Assault On Science Amid Wildfires, Hurricanes And Coronavirus Pandemic; Trump Attacks Nevada Governor On Absentee Voting; Black Voter Confronts Trump Over ""MAGA"" Slogan. Aired 9-10p ET",/TRANSCRIPTS/2009/16/CPT.01.html,15875,CPT,cuomo_prime_time
Cuomo Prime Time,"L.A. Schools Launch Testing And Tracing Program For All Students And Staff; Trump Pushes Misleading Claim On ""Unsolicited"" Mail Ballots; Louisville Agrees To Pay Breonna Taylor's Family $12 Million And Enact Police Reforms In Historic Settlement. Aired 9-10p ET",/TRANSCRIPTS/2009/15/CPT.01.html,15876,CPT,cuomo_prime_time
