show,title,href,id,show_abbrev,show_c
The Lead with Jake Tapper,"Trump Claims He Will Be ""Ending"" Pandemic ""Soon"" As U.S. Surpasses 8 Million Confirmed Cases. Aired 4:30-5p ET",/TRANSCRIPTS/2010/16/cg.04.html,19209,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,Two Kamala Harris Campaign Officials Test Positive For COVID- 19; Trump Continues Holding Large Rallies; Coronavirus Cases Spiking Across Country. Aired 3-3:30p ET,/TRANSCRIPTS/2010/15/cg.01.html,19210,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,CDC Warns Indoor Sports Could Be Super-Spreader Events; Fauci Says Safe and Effective Vaccine May Be Widely Available in April; Long Lines Across North Carolina As Early Voting Begins; California GOP Defying State Orders to Remove Unofficial Ballot Drop Boxes; Trump Claims U.S. Is Doing Fine with Coronavirus. Aired 3:30-4p ET,/TRANSCRIPTS/2010/15/cg.02.html,19211,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,Two Kamala Harris Campaign Officials Test Positive For COVID- 19; Coronavirus Cases Spiking Across Country. Aired 4-4:30p ET,/TRANSCRIPTS/2010/15/cg.03.html,19212,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,"Number of Company That Charters Biden's Plane Tests Positive, Campaign Says Biden Wasn't in Close Contact; Trump Losing Support Among Florida Seniors Over Administration's Botched Pandemic Response. Aired 4:30-5p ET",/TRANSCRIPTS/2010/15/cg.04.html,19213,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,Trump Continues Large Rallies; COVID-19 Cases Surging Across United States. Aired 3-3:30p ET,/TRANSCRIPTS/2010/14/cg.01.html,19214,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,Trump Continues Large Rallies; First Lady Reveals That Barron Trump Tested Positive For COVID-19. Aired 4-4:30 p ET,/TRANSCRIPTS/2010/14/cg.03.html,19215,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,"New Film ""Totally Under Control"" Explores Botched White House COVID Response; Florida Latinos Swamped with Disinformation and Conspiracy Theories; Barrett Won't Say If She Thinks Trump Could Pardon Himself; Trump to Hold Rally in Iowa As State Reports 100,000 Plus Virus Cases. Aired 3:30-4p ET",/TRANSCRIPTS/2010/14/cg.02.html,19216,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,Supreme Court Confirmation Hearings Continue; Interview With Rep. Denver Riggleman (R-VA); Justice Department Investigation Into Obama Administration Comes Up Empty. Aired 4:30-5p ET,/TRANSCRIPTS/2010/14/cg.04.html,19217,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,Voter Suppression Occurring Already?; Biden Campaign in Florida; Supreme Court Confirmation Hearings Continue. Aired 4:30-5p ET,/TRANSCRIPTS/2010/13/cg.04.html,19218,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,Another Vaccine Trial Halted; Coronavirus Pandemic Escalating. Aired 4-4:30p ET,/TRANSCRIPTS/2010/13/cg.03.html,19219,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,"Barrett Won't Say If Roe V. Wade Was Wrongly Decided; Barrett Says You Wouldn't Be Getting Scalia, You Would Be Getting Me; Trail for Antibody Cocktail Praised by Trump Paused Over Safety Concerns; 8 Hour Wait Times Reported at Georgia Early Voting Site; More Than 10 Million Votes Cast So Far in 41 States. Aired 3:30-4p ET",/TRANSCRIPTS/2010/13/cg.02.html,19220,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,Trump's Supreme Court Pick Faces Senators' Questions; Supreme Court Confirmation Hearings Continue. Aired 3-3:30p ET,/TRANSCRIPTS/2010/13/cg.01.html,19221,cg,the_lead_with_jake_tapper
The Lead with Jake Tapper,Interview With National Institute of Allergy and Infectious Diseases Director Dr. Anthony Fauci; Trump Campaigns in Florida as Coronavirus Pandemic Escalates. Aired 4-4:30p ET,/TRANSCRIPTS/2010/12/cg.03.html,19222,cg,the_lead_with_jake_tapper
